Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,77.93000030517578,78.19000244140625,77.26000213623047,77.52999877929688,77.52999877929688,0
2010-01-05,77.37000274658203,77.70999908447266,77.08999633789062,77.62000274658203,77.62000274658203,0
2010-01-06,77.6500015258789,78.0,77.36000061035156,77.48999786376953,77.48999786376953,0
2010-01-07,77.37000274658203,78.08000183105469,77.30000305175781,77.91000366210938,77.91000366210938,0
2010-01-08,77.9800033569336,78.19000244140625,77.3499984741211,77.47000122070312,77.47000122070312,0
2010-01-11,77.20999908447266,77.2300033569336,76.79000091552734,77.0,77.0,0
2010-01-12,77.08999633789062,77.30999755859375,76.76000213623047,76.94999694824219,76.94999694824219,0
2010-01-13,77.12000274658203,77.1500015258789,76.5999984741211,76.8499984741211,76.8499984741211,0
2010-01-14,76.79000091552734,77.0199966430664,76.66999816894531,76.7300033569336,76.7300033569336,0
2010-01-15,76.77999877929688,77.41000366210938,76.7699966430664,77.31999969482422,77.31999969482422,0
2010-01-19,76.9800033569336,77.69000244140625,76.94000244140625,77.5,77.5,0
2010-01-20,77.58000183105469,78.44999694824219,77.51000213623047,78.33999633789062,78.33999633789062,0
2010-01-21,78.2699966430664,78.80999755859375,78.12999725341797,78.31999969482422,78.31999969482422,0
2010-01-22,78.38999938964844,78.52999877929688,78.04000091552734,78.27999877929688,78.27999877929688,0
2010-01-25,78.22000122070312,78.33999633789062,78.02999877929688,78.19000244140625,78.19000244140625,0
2010-01-26,78.16999816894531,78.63999938964844,78.08000183105469,78.43000030517578,78.43000030517578,0
2010-01-27,78.55000305175781,78.8499984741211,78.37000274658203,78.68000030517578,78.68000030517578,0
2010-01-28,78.66000366210938,79.06999969482422,78.54000091552734,78.9000015258789,78.9000015258789,0
2010-01-29,78.98999786376953,79.5,78.8499984741211,79.45999908447266,79.45999908447266,0
2010-02-01,79.43000030517578,79.52999877929688,79.16000366210938,79.23999786376953,79.23999786376953,0
2010-02-02,79.2300033569336,79.41000366210938,78.95999908447266,79.01000213623047,79.01000213623047,0
2010-02-03,78.9800033569336,79.45999908447266,78.68000030517578,79.37000274658203,79.37000274658203,0
2010-02-04,79.3499984741211,80.0199966430664,79.3499984741211,79.91999816894531,79.91999816894531,0
2010-02-05,79.9800033569336,80.68000030517578,79.95999908447266,80.44000244140625,80.44000244140625,0
2010-02-08,80.41999816894531,80.5199966430664,80.08999633789062,80.30000305175781,80.30000305175781,0
2010-02-09,80.33999633789062,80.43000030517578,79.55999755859375,79.86000061035156,79.86000061035156,0
2010-02-10,79.80999755859375,80.30999755859375,79.6500015258789,80.02999877929688,80.02999877929688,0
2010-02-11,79.94000244140625,80.5,79.70999908447266,79.98999786376953,79.98999786376953,0
2010-02-12,80.0199966430664,80.75,79.98999786376953,80.31999969482422,80.31999969482422,0
2010-02-16,80.38999938964844,80.41999816894531,79.58999633789062,79.69999694824219,79.69999694824219,0
2010-02-17,79.63999938964844,80.52999877929688,79.55999755859375,80.37999725341797,80.37999725341797,0
2010-02-18,80.44999694824219,81.25,80.19000244140625,80.4000015258789,80.4000015258789,0
2010-02-19,81.25,81.33999633789062,80.51000213623047,80.63999938964844,80.63999938964844,0
2010-02-22,80.4800033569336,80.66999816894531,80.36000061035156,80.51000213623047,80.51000213623047,0
2010-02-23,80.51000213623047,80.98999786376953,80.08999633789062,80.8499984741211,80.8499984741211,0
2010-02-24,80.88999938964844,80.94999694824219,80.36000061035156,80.8499984741211,80.8499984741211,0
2010-02-25,80.77999877929688,81.12999725341797,80.6500015258789,80.79000091552734,80.79000091552734,0
2010-02-26,80.7699966430664,80.79000091552734,80.12000274658203,80.36000061035156,80.36000061035156,0
2010-03-01,80.33000183105469,81.26000213623047,80.29000091552734,80.66000366210938,80.66000366210938,0
2010-03-02,80.76000213623047,81.29000091552734,80.37999725341797,80.5199966430664,80.5199966430664,0
2010-03-03,80.3499984741211,80.55999755859375,79.81999969482422,79.9800033569336,79.9800033569336,0
2010-03-04,80.05000305175781,80.66999816894531,79.94000244140625,80.55999755859375,80.55999755859375,0
2010-03-05,80.52999877929688,80.88999938964844,80.4000015258789,80.43000030517578,80.43000030517578,0
2010-03-08,80.4000015258789,80.55000305175781,80.08000183105469,80.43000030517578,80.43000030517578,0
2010-03-09,80.51000213623047,80.86000061035156,80.41000366210938,80.58999633789062,80.58999633789062,0
2010-03-10,80.55999755859375,80.86000061035156,80.30999755859375,80.44999694824219,80.44999694824219,0
2010-03-11,80.45999908447266,80.56999969482422,80.23999786376953,80.31999969482422,80.31999969482422,0
2010-03-12,80.2699966430664,80.33000183105469,79.69000244140625,79.83000183105469,79.83000183105469,0
2010-03-15,79.83000183105469,80.41000366210938,79.7699966430664,80.25,80.25,0
2010-03-16,80.22000122070312,80.33000183105469,79.62999725341797,79.75,79.75,0
2010-03-17,79.70999908447266,79.81999969482422,79.51000213623047,79.63999938964844,79.63999938964844,0
2010-03-18,79.75,80.44000244140625,79.7300033569336,80.22000122070312,80.22000122070312,0
2010-03-19,80.29000091552734,80.88999938964844,80.2300033569336,80.72000122070312,80.72000122070312,0
2010-03-22,80.8499984741211,81.08000183105469,80.5199966430664,80.6500015258789,80.6500015258789,0
